Element,Density,ao,Temperature
Gd156,5.873,0.032444412545352,911.15
Gd157,5.873,0.024804839097937,911.15
Gd154,5.873,0.003455242762524,911.15
Gd160,5.873,0.034647526049898,911.15
Gd155,5.873,0.023457611415301,911.15
Gd152,5.873,0.000316994748855,911.15
Gd158,5.873,0.039370747807843,911.15
O18,5.873,0.00120024,911.15
O16,5.873,0.59857236,911.15
O17,5.873,0.0002274,911.15
Al27,5.873,0.24150262557229,911.15
